s_name,county,address,geo_loc,gmaps_url,s_type,area
二崙運動公園,雲林縣,雲林縣二崙鄉中正路,POINT(120.40684 23.77568),https://www.google.com/maps/place/?q=place_id:ChIJp6xp0l-xbjQR_YTwXHKOeG4,戶外,二崙鄉
湖口溼地,雲林縣,雲林縣口湖鄉,POINT(120.16908 23.53634),https://www.google.com/maps/place/?q=place_id:ChIJVVVVVeWfbjQRwueSsIhMjyk,戶外,口湖鄉
七角井,雲林縣,雲林縣水林鄉,POINT(120.25099 23.61579),https://www.google.com/maps/place/?q=place_id:ChIJbbNH2X-hbjQRPoM72WeCzqU,戶外,水林鄉
廖文和布袋戲團,雲林縣,雲林縣二崙鄉紹興路19號,POINT(120.39578 23.77143),https://www.google.com/maps/place/?q=place_id:ChIJl3WCEgyxbjQRgdwP3dZHxuo,戶外,二崙鄉
雲科生態休閒農場,雲林縣,雲林縣斗六市大學路二段273巷67號,POINT(120.54843 23.69798),https://www.google.com/maps/place/?q=place_id:ChIJbXjXBRXIbjQRO-hNOOPqyAs,戶外,斗六市
日興被帳,雲林縣,雲林縣斗六市太平路151號,POINT(120.54147 23.70787),https://www.google.com/maps/place/?q=place_id:ChIJSUWVcTvIbjQRQzfleSwLxt4,室內,斗六市
斗六棒球場,雲林縣,雲林縣斗六市明德北路二段320號,POINT(120.53613 23.71714),https://www.google.com/maps/place/?q=place_id:ChIJZZotWC7IbjQRthf8ZE5xzTk,戶外,斗六市
明潭發電廠濁水機組,雲林縣,雲林縣林內鄉烏塗村100號,POINT(120.59813 23.77315),https://www.google.com/maps/place/?q=place_id:ChIJj8bd8erLbjQRmfZs-PsS5GE,室內,林內鄉
林內公園,雲林縣,雲林縣林內鄉公園路15號,POINT(120.61723 23.75341),https://www.google.com/maps/place/?q=place_id:ChIJw5CGH__LbjQR5e18MVevDy8,戶外,林內鄉
菩提法洲寺,雲林縣,雲林縣林內鄉三權路297巷6號,POINT(120.61027 23.73300),https://www.google.com/maps/place/?q=place_id:ChIJB-qQ7kjJbjQRZf__6X70Ro0,戶外,林內鄉
七崁雕塑公園,雲林縣,雲林縣西螺鎮廣興路81號,POINT(120.45964 23.76756),https://www.google.com/maps/place/?q=place_id:ChIJ00lHCJa2bjQRgVDyxpRqcpE,戶外,西螺鎮
華山遊客服務中心 | 華山休閒農業區,雲林縣,雲林縣古坑鄉華山村41號,POINT(120.59722 23.59498),https://www.google.com/maps/place/?q=place_id:ChIJ4crBiMfGbjQRZsYgNwW5mi8,室內,古坑鄉
振興戲院,雲林縣,雲林縣北港鎮中山路42號,POINT(120.30420 23.56503),https://www.google.com/maps/place/?q=place_id:ChIJB9kK9oOibjQRqAFhQN9Hokw,戶外,北港鎮
斗六圓環,雲林縣,雲林縣斗六市太平路2號,POINT(120.54300 23.71094),https://www.google.com/maps/place/?q=place_id:ChIJ5Vb3ZTrIbjQRZHcqgSQCfYs,戶外,斗六市
大埤酸菜文化館,雲林縣,雲林縣大埤鄉民生路665號,POINT(120.41363 23.63057),https://www.google.com/maps/place/?q=place_id:ChIJJeyq2_K7bjQRRxZVnmJDl88,室內,大埤鄉
馬蹄蛤主題館,雲林縣,雲林縣口湖鄉養魚路5之3號,POINT(120.14611 23.57611),https://www.google.com/maps/place/?q=place_id:ChIJK4-qYRIgbDQR8YwKhc45CqY,室內,口湖鄉
椬梧滯洪池,雲林縣,雲林縣口湖鄉,POINT(120.17352 23.54187),https://www.google.com/maps/place/?q=place_id:ChIJ_4EGrTOebjQRXyyxVqfmb98,戶外,口湖鄉
二崙故事屋(Erlun Story House),雲林縣,雲林縣二崙鄉中山路102號,POINT(120.41324 23.77038),https://www.google.com/maps/place/?q=place_id:ChIJpS6f2z-xbjQR_iGUlwUdZr0,室內,二崙鄉
他里霧文化園區,雲林縣,雲林縣斗南鎮南昌路27號,POINT(120.48134 23.67396),https://www.google.com/maps/place/?q=place_id:ChIJy5Zzi8q5bjQRd3heHJMVBBA,戶外,斗南鎮
北港女兒橋,雲林縣,雲林縣北港鎮河堤道路(虎尾之北港),POINT(120.30593 23.57155),https://www.google.com/maps/place/?q=place_id:ChIJr7TcEo-ibjQRQg9SXIWmW0w,戶外,北港鎮
五元兩角,雲林縣,雲林縣古坑鄉草嶺81之5號,POINT(120.71435 23.62384),https://www.google.com/maps/place/?q=place_id:ChIJPVue_bTabjQRpBHgRMTh3NA,戶外,古坑鄉
雲林記憶Cool (原虎尾登記所),雲林縣,雲林縣虎尾鎮林森路一段501號,POINT(120.43276 23.70871),https://www.google.com/maps/place/?q=place_id:ChIJrZSOgauwbjQRtZSWrSso-Pw,戶外,虎尾鎮
涌翠閣,雲林縣,雲林縣虎尾鎮水源路27號,POINT(120.43404 23.71300),https://www.google.com/maps/place/?q=place_id:ChIJYW7mEq2wbjQR0bW_RJILQFg,戶外,虎尾鎮
詔安客家文化館,雲林縣,雲林縣崙背鄉民生路28之8號,POINT(120.35507 23.76374),https://www.google.com/maps/place/?q=place_id:ChIJR0vn5M2xbjQRILjNdDuDG94,室內,崙背鄉
石榴火車站,雲林縣,雲林縣斗六市文明路26號,POINT(120.57997 23.73172),https://www.google.com/maps/place/?q=place_id:ChIJDXa_CwzJbjQRR02i7dZe8HM,戶外,斗六市
西螺東市場,雲林縣,雲林縣西螺鎮延平路47號,POINT(120.46328 23.80213),https://www.google.com/maps/place/?q=place_id:ChIJRdDTPD-0bjQRYkKvUdvYj-w,戶外,西螺鎮
農博公園,雲林縣,雲林縣虎尾鎮建成路,POINT(120.42302 23.72710),https://www.google.com/maps/place/?q=place_id:ChIJ8dxcCriwbjQRAN5jx3tcCgI,戶外,虎尾鎮
育成水耕農場(Educational Farm of Hydroponic Farming),雲林縣,雲林縣大埤鄉嘉興東路197號,POINT(120.46072 23.64559),https://www.google.com/maps/place/?q=place_id:ChIJ6-KEFw65bjQRpvWCd1jIyfM,戶外,大埤鄉
果色天鄉,雲林縣,雲林縣林內鄉和興路41之10號,POINT(120.59755 23.77513),https://www.google.com/maps/place/?q=place_id:ChIJN0D4UpXLbjQRDt5Fun0zEpU,戶外,林內鄉
采邑綠工坊,雲林縣,雲林縣林內鄉增產路61號,POINT(120.61866 23.77007),https://www.google.com/maps/place/?q=place_id:ChIJo7SEul3LbjQRVgzKe9aUpAM,室內,林內鄉
林內紙蝶生態地景園區(寶隆紙廠),雲林縣,雲林縣林內鄉新興9號,POINT(120.61309 23.76289),https://www.google.com/maps/place/?q=place_id:ChIJ_1iz3PDLbjQRFcecQl9kRf0,室內,林內鄉
蘿莎玫瑰山莊,雲林縣,雲林縣古坑鄉,POINT(120.57048 23.61188),https://www.google.com/maps/place/?q=place_id:ChIJJ6yc4CHHbjQRTQ79UgzomAA,室內,古坑鄉
自家莊園,雲林縣,雲林縣古坑鄉光華路190號的隔壁,POINT(120.56309 23.61549),https://www.google.com/maps/place/?q=place_id:ChIJpQkI7JDHbjQR1U72sjN20rg,戶外,古坑鄉
谷泉咖啡莊園,雲林縣,雲林縣古坑鄉尖山坑路60號,POINT(120.59201 23.65754),https://www.google.com/maps/place/?q=place_id:ChIJMcTTijvGbjQRy5v2jKmvAB0,室內,古坑鄉
貝克翰農場,雲林縣,雲林縣古坑鄉光昌路2之28號,POINT(120.56013 23.62131),https://www.google.com/maps/place/?q=place_id:ChIJGVDnAzTHbjQRvUVRDQo6cUU,戶外,古坑鄉
華山文學步道咖啡園,雲林縣,雲林縣古坑鄉華山村54號,POINT(120.59293 23.59505),https://www.google.com/maps/place/?q=place_id:ChIJI06UPsbGbjQRR9AsNni5HyM,室內,古坑鄉
華山咖啡大街,雲林縣,雲林縣古坑鄉25號,POINT(120.59858 23.59302),https://www.google.com/maps/place/?q=place_id:ChIJ80ydawDHbjQREPGxzAuToyo,室內,古坑鄉
三秀園,雲林縣,雲林縣大埤鄉怡然路26號,POINT(120.40371 23.63577),https://www.google.com/maps/place/?q=place_id:ChIJ5TZSNpC7bjQRpdm0nmNE2uQ,室內,大埤鄉
雲林縣北港文化中心,雲林縣,雲林縣北港鎮公園路66號,POINT(120.30172 23.57821),https://www.google.com/maps/place/?q=place_id:ChIJr31oqIuibjQR3_0QtdFIHFg,室內,北港鎮
土庫鎮農會八角倉庫,雲林縣,雲林縣土庫鎮建國路37號,POINT(120.39721 23.67939),https://www.google.com/maps/place/?q=place_id:ChIJy9PCdlq6bjQRJiXwSlhPBKg,戶外,土庫鎮
SYM鑫速二輪(原AEON 宏佳騰機車_發鑫),雲林縣,雲林縣虎尾鎮林森路二段203號,POINT(120.42847 23.70409),https://www.google.com/maps/place/?q=place_id:ChIJff_OaAe6bjQRlj_eWIZAPB0,室內,虎尾鎮
雲林二手玩具屋,雲林縣,雲林縣斗六市中正路191號,POINT(120.54466 23.70476),https://www.google.com/maps/place/?q=place_id:ChIJXawVIjzIbjQRMTd2GEdZgTA,戶外,斗六市
斗六籽公園,雲林縣,雲林縣斗六市府前街149號,POINT(120.54234 23.70511),https://www.google.com/maps/place/?q=place_id:ChIJkXyISTzIbjQRj_5ExS0TWmE,戶外,斗六市
斗六藝術水岸園區,雲林縣,雲林縣斗六市,POINT(120.54337 23.70012),https://www.google.com/maps/place/?q=place_id:ChIJG99WPz3IbjQRC29bfPTJ1ZA,戶外,斗六市
雲林官邸兒童館,雲林縣,雲林縣斗六市公正街212號,POINT(120.54343 23.70407),https://www.google.com/maps/place/?q=place_id:ChIJuR6Nj1jJbjQRAsRUz4ufjho,室內,斗六市
千巧谷牛樂園牧場,雲林縣,雲林縣崙背鄉東興路182之32號,POINT(120.36559 23.76115),https://www.google.com/maps/place/?q=place_id:ChIJDV_HTTWwbjQRnsSMXjqljTI,室內,崙背鄉
三條崙海水浴場親水公園,雲林縣,雲林縣四湖鄉,POINT(120.15379 23.65983),https://www.google.com/maps/place/?q=place_id:ChIJzx7GyB4ebDQRz6zS9xiaQls,戶外,四湖鄉
紫藤湖,雲林縣,雲林縣斗六市,POINT(120.53360 23.73190),https://www.google.com/maps/place/?q=place_id:ChIJYUM7zdbJbjQRHwLfdnC1E8s,戶外,斗六市
萬年峽谷,雲林縣,雲林縣古坑鄉149甲縣道,POINT(120.66792 23.60244),https://www.google.com/maps/place/?q=place_id:ChIJnyHsCMfEbjQRYWLHnh3VYuo,戶外,古坑鄉
石壁仙谷,雲林縣,雲林縣古坑鄉石壁風景區,POINT(120.71198 23.60477),https://www.google.com/maps/place/?q=place_id:ChIJITZehizFbjQRNsdtKe2v220,戶外,古坑鄉
同心瀑布,雲林縣,雲林縣古坑鄉,POINT(120.68340 23.60496),https://www.google.com/maps/place/?q=place_id:ChIJcxWZQgDFbjQRaMpiztb1saU,戶外,古坑鄉
峭壁雄風,雲林縣,雲林縣古坑鄉,POINT(120.69972 23.57758),https://www.google.com/maps/place/?q=place_id:ChIJOZOzC7nEbjQRwrb_I4mQsk4,戶外,古坑鄉
蓬萊瀑布,雲林縣,雲林縣古坑鄉,POINT(120.70813 23.59578),https://www.google.com/maps/place/?q=place_id:ChIJv1uB5dXFbjQRw3RevG1nbys,戶外,古坑鄉
二崙自然步道,雲林縣,雲林縣二崙鄉,POINT(120.39429 23.81579),https://www.google.com/maps/place/?q=place_id:ChIJLdc9m8mzbjQRxpQ_OwBO594,戶外,二崙鄉
北港天空之橋,雲林縣,雲林縣北港鎮大同里,POINT(120.30474 23.57235),https://www.google.com/maps/place/?q=place_id:ChIJwxGMF4-ibjQR4Cq2V_QFzqE,戶外,北港鎮
埤頭繪本公園,雲林縣,雲林縣西螺鎮埤頭77號,POINT(120.47812 23.77401),https://www.google.com/maps/place/?q=place_id:ChIJZ0OmzYa2bjQRCtpeILgSXSE,戶外,西螺鎮
北港大復戲院,雲林縣,雲林縣北港鎮博愛路155號,POINT(120.30424 23.56991),https://www.google.com/maps/place/?q=place_id:ChIJB5JfBQCjbjQR6Db6Ys5wedE,戶外,北港鎮
五年千歲公園,雲林縣,雲林縣褒忠鄉鎮安路31號,POINT(120.27748 23.69885),https://www.google.com/maps/place/?q=place_id:ChIJr0hdy7WlbjQRYEeTMGQFnUs,戶外,褒忠鄉
瑞春醬油觀光工廠,雲林縣,雲林縣西螺鎮裕民路68之31號,POINT(120.43003 23.78793),https://www.google.com/maps/place/?q=place_id:ChIJbbo5V2WxbjQRwRN4UbmsmPI,室內,西螺鎮
奶奶的熊毛巾故事館,雲林縣,雲林縣虎尾鎮埒內里84號,POINT(120.44274 23.72519),https://www.google.com/maps/place/?q=place_id:ChIJv0G4Zza3bjQRfq3VSuehwek,室內,虎尾鎮
樂耕農室內樂團,雲林縣,雲林縣斗六市棒球十一街99號,POINT(120.53227 23.71817),https://www.google.com/maps/place/?q=place_id:ChIJmXHoPynIbjQR4a_plsjBBg0,室內,斗六市
妙善菩陶藝工作坊,雲林縣,雲林縣虎尾鎮復興路117之22號,POINT(120.42919 23.70820),https://www.google.com/maps/place/?q=place_id:ChIJH_QG8-WxbjQRO2xAcLljYY8,室內,虎尾鎮
臺灣工藝之家,雲林縣,雲林縣虎尾鎮民主十二路8之1號,POINT(120.43190 23.70384),https://www.google.com/maps/place/?q=place_id:ChIJ3VkYO9O7bjQRVUHZMbFKkfM,戶外,虎尾鎮
玉山碾米廠,雲林縣,雲林縣斗南鎮新興街33號,POINT(120.48120 23.67506),https://www.google.com/maps/place/?q=place_id:ChIJ74POL8u5bjQRBsXmHGn-ESs,室內,斗南鎮
土庫串樓口讀力書屋,雲林縣,雲林縣土庫鎮文化路8號,POINT(120.39039 23.67549),https://www.google.com/maps/place/?q=place_id:ChIJZ8FF2_e7bjQR-t4TWS7ccRc,室內,土庫鎮
粉紅泡泡,雲林縣,雲林縣古坑鄉湳仔50號,POINT(120.53759 23.65270),https://www.google.com/maps/place/?q=place_id:ChIJw7MtRI7HbjQRW3z1hjAamnk,室內,古坑鄉
吳厝新興媽祖會,雲林縣,雲林縣虎尾鎮145縣道,POINT(120.42555 23.73983),https://www.google.com/maps/place/?q=place_id:ChIJ3bboYNCwbjQRIjbJ7rHqCt4,戶外,虎尾鎮
水林通天府,雲林縣,雲林縣水林鄉廟前路86號,POINT(120.24140 23.57438),https://www.google.com/maps/place/?q=place_id:ChIJAdrAFP2hbjQRC_lPs62Vscw,戶外,水林鄉
雲林縣蝴蝶故事館,雲林縣,雲林縣林內鄉坪頂村1號1號,POINT(120.64009 23.75641),https://www.google.com/maps/place/?q=place_id:ChIJs5qsChfMbjQRqkQPVfiAXMY,室內,林內鄉
樂米工坊,雲林縣,雲林縣土庫鎮建國路35巷3號,POINT(120.39765 23.67881),https://www.google.com/maps/place/?q=place_id:ChIJe5emg1C6bjQRmYvH1b-dqsY,室內,土庫鎮
黑矸仔醬油釀製所,雲林縣,雲林縣元長鄉興工街12號,POINT(120.33189 23.61333),https://www.google.com/maps/place/?q=place_id:ChIJsVzmGrqjbjQROZQeV-qWP_g,戶外,元長鄉
憨吉秘塘,雲林縣,雲林縣水林鄉45之18號,POINT(120.21776 23.53469),https://www.google.com/maps/place/?q=place_id:ChIJ-XVco-KebjQR0BXBy6yV01E,戶外,水林鄉
藍光水塘,雲林縣,雲林縣虎尾鎮,POINT(120.41739 23.70428),https://www.google.com/maps/place/?q=place_id:ChIJZSlUywu6bjQR7ocJdBfZujo,戶外,虎尾鎮
黑森林自行車道,雲林縣,雲林縣四湖鄉海清路93號,POINT(120.15306 23.65630),https://www.google.com/maps/place/?q=place_id:ChIJw6HNASIebDQRAoTUhQ2Bxi0,戶外,四湖鄉
顏思齊開拓台灣紀念碑,雲林縣,雲林縣北港鎮,POINT(120.30140 23.56865),https://www.google.com/maps/place/?q=place_id:ChIJbYe1XoaibjQR_TA-YnF4skk,戶外,北港鎮
月光下友善農場總部(請先來電預約),雲林縣,雲林縣麥寮鄉西濱路三段80號,POINT(120.25210 23.74124),https://www.google.com/maps/place/?q=place_id:ChIJCfz5dQCmbjQRHvkA1143l8o,戶外,麥寮鄉
老土藝術工作坊,雲林縣,雲林縣崙背鄉仁愛街42之3號,POINT(120.35137 23.75863),https://www.google.com/maps/place/?q=place_id:ChIJGQr0nC6wbjQRlRxRlQSVcm8,戶外,崙背鄉
鐵支路公園,嘉義縣,嘉義縣朴子市四維路二段416號,POINT(120.24261 23.46334),https://www.google.com/maps/place/?q=place_id:ChIJg07kV2mcbjQRHW4G4VF4yIU,戶外,朴子市
梅嶺美術館,嘉義縣,嘉義縣朴子市山通路2之9號,POINT(120.25430 23.46730),https://www.google.com/maps/place/?q=place_id:ChIJY0qeovWbbjQRa6BsqfB1BSk,室內,朴子市
台灣公主布袋國際遊艇港,嘉義縣,嘉義縣布袋鎮順安路168號,POINT(120.15439 23.38466),https://www.google.com/maps/place/?q=place_id:ChIJwxWZKX4pbDQRLJ4195DrzaM,戶外,布袋鎮
三代木,嘉義縣,嘉義縣阿里山鄉,POINT(120.80920 23.51651),https://www.google.com/maps/place/?q=place_id:ChIJ43N2iqHebjQR5BP7BKvzB4w,戶外,阿里山鄉
沼平公園,嘉義縣,嘉義縣阿里山鄉,POINT(120.81390 23.51446),https://www.google.com/maps/place/?q=place_id:ChIJRXwjmKLebjQRgG_doMR3zqQ,戶外,阿里山鄉
蒜頭糖廠五分車站,嘉義縣,嘉義縣六腳鄉1號,POINT(120.30076 23.47959),https://www.google.com/maps/place/?q=place_id:ChIJFa1heYGZbjQRAJ36gr5PThQ,室內,六腳鄉
竹崎親水公園,嘉義縣,嘉義縣竹崎鄉中華路,POINT(120.54718 23.52427),https://www.google.com/maps/place/?q=place_id:ChIJyaBtixfAbjQR7tLSmXrJ8lo,戶外,竹崎鄉
東洋棕梠湖高爾夫球場,嘉義縣,嘉義縣番路鄉第三農場24號,POINT(120.53298 23.46784),https://www.google.com/maps/place/?q=place_id:ChIJ0y60XCjrbjQR7OU73sI-oOM,戶外,番路鄉
仁義潭水庫,嘉義縣,嘉義縣番路鄉溢洪道,POINT(120.50225 23.46100),https://www.google.com/maps/place/?q=place_id:ChIJEw7GVOiUbjQRmQVTQsJRdPg,戶外,番路鄉
大埔老街,嘉義縣,嘉義縣大埔鄉,POINT(120.59506 23.29985),https://www.google.com/maps/place/?q=place_id:ChIJCw5MeUDybjQR08mdP8nUf4E,戶外,大埔鄉
石硦林場,嘉義縣,嘉義縣中埔鄉嘉135之2鄉道,POINT(120.57069 23.40717),https://www.google.com/maps/place/?q=place_id:ChIJ6wubNobsbjQRYZvqe37eibw,戶外,中埔鄉
大林糖廠冰店,嘉義縣,嘉義縣大林鎮大糖里399號,POINT(120.45606 23.61225),https://www.google.com/maps/place/?q=place_id:ChIJKY__v0q5bjQR-LIOfIzSRrY,室內,大林鎮
溪口鄉文化生活館,嘉義縣,嘉義縣溪口鄉中山路55號,POINT(120.39313 23.60332),https://www.google.com/maps/place/?q=place_id:ChIJBW26SF68bjQRBbaKBqT3D3w,室內,溪口鄉
墘窯休閒陶坊 臺灣工藝之家,嘉義縣,嘉義縣六腳鄉潭墘村75之12號,POINT(120.27556 23.50638),https://www.google.com/maps/place/?q=place_id:ChIJ_06txz6ZbjQRtfwHjPPiBJU,室內,六腳鄉
朴子藝術公園,嘉義縣,嘉義縣朴子市山通路2之9號,POINT(120.25342 23.46676),https://www.google.com/maps/place/?q=place_id:ChIJY0qeovWbbjQRy6qsSmSSaUA,戶外,朴子市
宗聖公祠,屏東縣,屏東縣屏東市仁愛路謙仁巷號,POINT(120.49157 22.66718),https://www.google.com/maps/place/?q=place_id:ChIJAQAAANAZbjQR6fCnrvlgYJ4,戶外,屏東市
屏東孔廟(書院園區),屏東縣,屏東縣屏東市勝利路38號,POINT(120.49277 22.67866),https://www.google.com/maps/place/?q=place_id:ChIJIYT28pkXbjQRBRUEI8kt4UA,戶外,屏東市
孫立人將軍行館,屏東縣,屏東縣屏東市中山路61號,POINT(120.48479 22.67479),https://www.google.com/maps/place/?q=place_id:ChIJm-LK15wXbjQRj2W40-W631A,室內,屏東市
屏東美術館,屏東縣,屏東縣屏東市中正路74號,POINT(120.48992 22.67485),https://www.google.com/maps/place/?q=place_id:ChIJbyBqGZsXbjQRhiLnG21NsjI,室內,屏東市
屏東縣原住民文化會館,屏東縣,屏東縣屏東市豐榮街50巷7號,POINT(120.50220 22.67829),https://www.google.com/maps/place/?q=place_id:ChIJXdkr-ZQXbjQRB1iTrvQ2XlA,室內,屏東市
龔家古厝,屏東縣,屏東縣九如鄉豐田街,POINT(120.49584 22.75974),https://www.google.com/maps/place/?q=place_id:ChIJRV7uz9oVbjQRT9kA2IKuG_Y,戶外,九如鄉
隘寮河堤車道,屏東縣,屏東縣里港鄉三地門大橋66號,POINT(120.61633 22.72281),https://www.google.com/maps/place/?q=place_id:ChIJ6UBkaKo-bjQRiH_BX3DFjvI,戶外,里港鄉
麟洛自行車道,屏東縣,屏東縣麟洛鄉,POINT(120.54872 22.65577),https://www.google.com/maps/place/?q=place_id:ChIJzUHcCAA9bjQRnI14mtRUHR0,戶外,麟洛鄉
柚園生態農場,屏東縣,屏東縣麟洛鄉民族路453之2號,POINT(120.55504 22.66577),https://www.google.com/maps/place/?q=place_id:ChIJq_mkxj49bjQRObMrXTcqleU,戶外,麟洛鄉
萬金綠色隧道,屏東縣,屏東縣萬巒鄉萬金村營區路一巷8號,POINT(120.61700 22.60419),https://www.google.com/maps/place/?q=place_id:ChIJux5XT58kbjQR5LLmxVVgpLU,戶外,萬巒鄉
劉氏宗祠,屏東縣,屏東縣萬巒鄉西盛路70號,POINT(120.59528 22.59165),https://www.google.com/maps/place/?q=place_id:ChIJleLRu6MjbjQR9320pHjtbvo,戶外,萬巒鄉
潮州市民農園,屏東縣,屏東縣潮州鎮號通潮三巷21號,POINT(120.56790 22.55206),https://www.google.com/maps/place/?q=place_id:ChIJ4a_dLZshbjQRO6t-yxC4ktY,戶外,潮州鎮
8大森林樂園,屏東縣,屏東縣潮州鎮潮州路800號,POINT(120.55756 22.54817),https://www.google.com/maps/place/?q=place_id:ChIJA6vWbpEhbjQRxnBKTFYDcg4,戶外,潮州鎮
不一樣鱷魚生態農場,屏東縣,屏東縣潮州鎮太平路600巷108號,POINT(120.53516 22.56270),https://www.google.com/maps/place/?q=place_id:ChIJEQk7YfkhbjQRzQ6MIprbGBI,戶外,潮州鎮
屏東戲曲故事館,屏東縣,屏東縣潮州鎮建基路58號,POINT(120.54296 22.55043),https://www.google.com/maps/place/?q=place_id:ChIJSdvi2u4hbjQRbb0gZlngnX8,室內,潮州鎮
鎮海公園,屏東縣,屏東縣東港鎮鎮海路,POINT(120.44137 22.46092),https://www.google.com/maps/place/?q=place_id:ChIJu073foHhcTQRA8Y1N1xpFys,戶外,東港鎮
東港天主堂,屏東縣,屏東縣東港鎮光復路二段117號,POINT(120.45304 22.46577),https://www.google.com/maps/place/?q=place_id:ChIJq6yuAprhcTQRFnn8UyWQ80c,戶外,東港鎮
大鵬灣國家風景區,屏東縣,屏東縣東港鎮大潭路169號,POINT(120.47893 22.45701),https://www.google.com/maps/place/?q=place_id:ChIJvRLV8azhcTQRj06xjojbauY,戶外,東港鎮
福灣莊園,屏東縣,屏東縣東港鎮大鵬路100號,POINT(120.48250 22.45841),https://www.google.com/maps/place/?q=place_id:ChIJHVYjoVLgcTQRGSrbm2UA12Q,戶外,東港鎮
大路觀主題樂園,屏東縣,屏東縣高樹鄉中正路188號,POINT(120.62583 22.73755),https://www.google.com/maps/place/?q=place_id:ChIJy7OXylo5bjQRojhA3JdJK60,戶外,高樹鄉
鍾理和故居,屏東縣,屏東縣高樹鄉中正路110號,POINT(120.61861 22.74398),https://www.google.com/maps/place/?q=place_id:ChIJo3fwwMo-bjQR20BQOQrViWA,戶外,高樹鄉
鴻旗有機休閒農場,屏東縣,屏東縣高樹鄉產業路330號,POINT(120.60799 22.79712),https://www.google.com/maps/place/?q=place_id:ChIJHb-EqU8_bjQR9IatUB2uosI,戶外,高樹鄉
竹田驛園,屏東縣,屏東縣竹田鄉豐明路23號,POINT(120.53995 22.58652),https://www.google.com/maps/place/?q=place_id:ChIJCVJVohIibjQRX3liPuUN9mE,戶外,竹田鄉
東望樓,屏東縣,"屏東縣內埔鄉屏87之2鄉道0""N號22°36'48.120°34'01.",POINT(120.56712 22.61329),https://www.google.com/maps/place/?q=place_id:ChIJYX1YRvsibjQRShao2lSSgRw,戶外,內埔鄉
六堆客家文化園區,屏東縣,屏東縣內埔鄉信義路588號,POINT(120.55686 22.65957),https://www.google.com/maps/place/?q=place_id:ChIJz9-onDA9bjQR-VpoaS6wV6A,戶外,內埔鄉
豐田老街,屏東縣,屏東縣內埔鄉,POINT(120.54292 22.62788),https://www.google.com/maps/place/?q=place_id:ChIJe726HesXbjQRGJ9CRu6ViPo,戶外,內埔鄉
三地門藝術村,屏東縣,屏東縣三地門鄉,POINT(120.65389 22.71505),https://www.google.com/maps/place/?q=place_id:ChIJr14kyGI5bjQRD6SPTCBru2M,戶外,三地門鄉
三地門文化館,屏東縣,屏東縣三地門鄉中正路二段110號,POINT(120.65527 22.71576),https://www.google.com/maps/place/?q=place_id:ChIJKfzJyGI5bjQRPfe1l4nXzI4,室內,三地門鄉
笠頂山登山步道,屏東縣,屏東縣瑪家鄉沿山公路,POINT(120.63311 22.65333),https://www.google.com/maps/place/?q=place_id:ChIJwyHSMF07bjQR9_GEAg5Y6pw,戶外,瑪家鄉
喜樂發發森林公園,屏東縣,屏東縣來義鄉古義路18號一,POINT(120.65219 22.52679),https://www.google.com/maps/place/?q=place_id:ChIJYXvLIJImbjQRuftOUbXKfNw,戶外,來義鄉
佳興部落,屏東縣,屏東縣泰武鄉佳興村,POINT(120.66201 22.56992),https://www.google.com/maps/place/?q=place_id:ChIJQZGPS0wkbjQR4k0Ucka2tug,戶外,泰武鄉
吉貝木棉林,屏東縣,屏東縣泰武鄉太和巷1號,POINT(120.63152 22.55419),https://www.google.com/maps/place/?q=place_id:ChIJFdMitAQkbjQRrepSJbMgeLU,戶外,泰武鄉
佳平部落,屏東縣,屏東縣泰武鄉,POINT(120.62567 22.59169),https://www.google.com/maps/place/?q=place_id:ChIJIW1QtockbjQR6gLExEm5Sko,戶外,泰武鄉
建功森林親水公園,屏東縣,屏東縣新埤鄉建功路建成巷10號,POINT(120.56937 22.48451),https://www.google.com/maps/place/?q=place_id:ChIJJfpBt3wgbjQRuQFsEsHq8O4,戶外,新埤鄉
美人洞,屏東縣,屏東縣琉球鄉環島公路,POINT(120.37321 22.35356),https://www.google.com/maps/place/?q=place_id:ChIJ0bff4WXlcTQRivCO48fEB7A,戶外,琉球鄉
山豬溝原始森林步道,屏東縣,屏東縣琉球鄉環島公路,POINT(120.36247 22.33844),https://www.google.com/maps/place/?q=place_id:ChIJdZvSufPvcTQReLjZ4EC3KM4,戶外,琉球鄉
落日亭,屏東縣,屏東縣琉球鄉環島公路,POINT(120.35343 22.32501),https://www.google.com/maps/place/?q=place_id:ChIJC7r1gI7vcTQR96ToMXYm8xU,戶外,琉球鄉
龍蝦洞,屏東縣,屏東縣琉球鄉,POINT(120.38785 22.34507),https://www.google.com/maps/place/?q=place_id:ChIJs2CBNn_lcTQRGqq3yQk_pII,戶外,琉球鄉
竹林生態濕地公園,屏東縣,屏東縣琉球鄉中正路,POINT(120.37014 22.33800),https://www.google.com/maps/place/?q=place_id:ChIJP4H2J_PvcTQRYxgSRB8slsU,戶外,琉球鄉
枋寮漁港,屏東縣,屏東縣枋寮鄉,POINT(120.59350 22.36236),https://www.google.com/maps/place/?q=place_id:ChIJO_wSfT_ccTQR5tORzbiVyuM,戶外,枋寮鄉
楊氏宗祠,屏東縣,屏東縣佳冬鄉佳興路138號,POINT(120.54746 22.41932),https://www.google.com/maps/place/?q=place_id:ChIJd76OxD7ecTQRYiZZmk3h9NU,戶外,佳冬鄉
